"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/RM+Accounting,+Bookkeeping+%26+Tax+Services/data=!4m7!3m6!1s0x4cc911692b8e0909:0x3a3bb0c2aef3fd8!8m2!3d45.4736928!4d-73.6104326!16s%2Fg%2F11pwrc3s72!19sChIJCQmOK2kRyUwR2D_vKgy7owM?authuser=0&hl=en&rclk=1","RM Accounting, Bookkeeping & Tax Services","5.0","(23)","Accountant","·","3404 Prud'homme #607","Open","⋅ Closes 7 p.m.","·","(514) 566-0155","http://rmaccountant.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""She is very patient and ensures that your taxes are properly filed.""","",""
"https://www.google.com/maps/place/Demers+Beaulne/data=!4m7!3m6!1s0x4cc91a42e3a8118b:0xda32fa9ab8ab8bed!8m2!3d45.5023797!4d-73.5725064!16s%2Fg%2F1tx_5zqw!19sChIJixGo40IayUwR7YuruJr6Mto?authuser=0&hl=en&rclk=1","Demers Beaulne","4.7","(12)","Accounting firm","·","·","Open","⋅ Closes 5 p.m.","1800 Av. McGill College bureau 600","(514) 878-9631","http://www.demersbeaulne.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I highly recommend.""","","·"
"https://www.google.com/maps/place/UHY+Victor+LLP/data=!4m7!3m6!1s0x4cc91a5bba2a2ea7:0xc3c485948d528600!8m2!3d45.5017889!4d-73.5611773!16s%2Fg%2F1td7stfn!19sChIJpy4qulsayUwRAIZSjZSFxMM?authuser=0&hl=en&rclk=1","UHY Victor LLP","5.0","(8)","Certified public accountant","·","·","Open","⋅ Closes 6 p.m.","759 Rue du Square-Victoria #400","(514) 282-1836","http://www.uhyvictor.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""She is very punctual and knowledgeable with cross-border tax!""","","·"
"https://www.google.com/maps/place/Rejean+Rose+CPA/data=!4m7!3m6!1s0x4cc91064246396a3:0xa602c826e44783e1!8m2!3d45.4625125!4d-73.5667381!16s%2Fg%2F1tdqzb61!19sChIJo5ZjJGQQyUwR4YNH5CbIAqY?authuser=0&hl=en&rclk=1","Rejean Rose CPA","4.3","(23)","Accountant","·","·","Open now","4110 Rue Wellington BUREAU 302","","(514) 767-3939","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""No better place to get your taxes done.""","","·"
"https://www.google.com/maps/place/Exigence+Conseil+CPA+INC/data=!4m7!3m6!1s0x4cc91ecf19401909:0x17870fc11074decc!8m2!3d45.5656653!4d-73.6437375!16s%2Fg%2F11c5_0011m!19sChIJCRlAGc8eyUwRzN50EMEPhxc?authuser=0&hl=en&rclk=1","Exigence Conseil CPA INC","4.8","(143)","Certified public accountant","·","9496 Av. Charton suite 200","Open","⋅ Closes 5 p.m.","·","(514) 513-2022","http://exigenceconseil.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Their service is incredible, very easy and conveniant.""","",""
"https://www.google.com/maps/place/Nader+El-Masri+CPA+Inc./data=!4m7!3m6!1s0x4cc9238914830bd9:0xac8ccef15c7a16e0!8m2!3d45.5379296!4d-73.743973!16s%2Fg%2F11k67c4f8c!19sChIJ2QuDFIkjyUwR4BZ6XPHOjKw?authuser=0&hl=en&rclk=1","Nader El-Masri CPA Inc.","5.0","(39)","Certified public accountant","·","657 Bd du Curé-Labelle #270","Open","·","⋅ Closes 5 p.m.","(514) 337-0606","","","Directions","","","","","",""
"https://www.google.com/maps/place/N%26R+CPA/data=!4m7!3m6!1s0x4cc923ef0ca1ede9:0xb3bf5a87066f9215!8m2!3d45.56152!4d-73.79213!16s%2Fg%2F11c55jj7rb!19sChIJ6e2hDO8jyUwRFZJvBodav7M?authuser=0&hl=en&rclk=1","N&R CPA","5.0","(11)","Chartered accountant","·","2950 Rue Lucien-L'allier Suite 230","Open","⋅ Closes 5 p.m.","·","(514) 664-4775","http://www.nr-cpa.ca/","","Website","","Directions","","Onsite services","",""
"https://www.google.com/maps/place/SimpleKeeper+CPA/data=!4m7!3m6!1s0x4cc9179121b390d9:0x3105baf70223dc78!8m2!3d45.5006035!4d-73.6576743!16s%2Fg%2F11q3r2zdn1!19sChIJ2ZCzIZEXyUwReNwjAve6BTE?authuser=0&hl=en&rclk=1","SimpleKeeper CPA","4.8","(23)","Accounting firm","·","8255 Ave. Mountain Sights Suite 200","Open","·","⋅ Closes 4:30 p.m.","(514) 261-6909","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super easy process, responsive and knowledgeable team""","",""
"https://www.google.com/maps/place/Cabinet+Comptable+Agr%C3%A9%C3%A9+GHARIB+CPA/data=!4m7!3m6!1s0x4cc91f60620ccea9:0xdca0532b3b693e89!8m2!3d45.5977132!4d-73.578373!16s%2Fg%2F11h1yf_5sj!19sChIJqc4MYmAfyUwRiT5pOytToNw?authuser=0&hl=en&rclk=1","Cabinet Comptable Agréé GHARIB CPA","4.7","(99)","Certified public accountant","·","6770 Rue Jarry E Suite 244","Open","⋅ Closes 5 p.m.","·","(514) 325-1992","http://gharib-cpa.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fast and organized","",""
"https://www.google.com/maps/place/l%C3%A9veill%C3%A9e+CPA+inc./data=!4m7!3m6!1s0x4cc91a42fc046b95:0x34226a981dd859aa!8m2!3d45.498627!4d-73.5709181!16s%2Fg%2F11bwfmkj5j!19sChIJlWsE_EIayUwRqlnYHZhqIjQ?authuser=0&hl=en&rclk=1","léveillée CPA inc.","5.0","(5)","Certified public accountant","·","1155 Boul. René-Lévesque O Suite 2500","Open","⋅ Closes 5 p.m.","·","(514) 522-7429","http://leveilleecpa.com/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Crowe+BGK/data=!4m7!3m6!1s0x4cc91a7326aced5f:0x7c8cd4ae336c20bf!8m2!3d45.4865664!4d-73.5871876!16s%2Fg%2F1tdcwqfh!19sChIJX-2sJnMayUwRvyBsM67UjHw?authuser=0&hl=en&rclk=1","Crowe BGK","3.8","(26)","Certified public accountant","·","·","Open","⋅ Closes 5 p.m.","4150 Saint-Catherine St W 6th floor","(514) 908-3600","https://www.crowe.com/ca/crowebgk/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Amazing services""","","·"
"https://www.google.com/maps/place/LCA+CPA+LLP/data=!4m7!3m6!1s0x4cc919da875e5067:0xdf2314b5eccf0501!8m2!3d45.4961257!4d-73.649248!16s%2Fg%2F11ckv6rbw3!19sChIJZ1Beh9oZyUwRAQXP7LUUI98?authuser=0&hl=en&rclk=1","LCA CPA LLP","4.1","(9)","Certified public accountant","·","·","Open","⋅ Closes 5 p.m.","5000 Rue Jean-Talon O #240","(514) 276-9499","http://www.lcacpa.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""You want to have things taken care off so you can do your job.""","","·"
"https://www.google.com/maps/place/Cortina+CPA+Inc./data=!4m7!3m6!1s0x4cc91f01909fbdf3:0xc06d657d600fd2c6!8m2!3d45.5608776!4d-73.6571482!16s%2Fg%2F11j4xt0_nr!19sChIJ872fkAEfyUwRxtIPYH1lbcA?authuser=0&hl=en&rclk=1","Cortina CPA Inc.","3.9","(12)","Accounting firm","·","1388 Rue Fleury E #201","Open","⋅ Closes 5:30 p.m.","·","(514) 257-6005","http://www.cortinacpa.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""She is so knowledgeable, professional, and a great","",""
"https://www.google.com/maps/place/NK+CPA+INC/data=!4m7!3m6!1s0x4cc92187c6455555:0x1198249418fd0441!8m2!3d45.5495863!4d-73.7133225!16s%2Fg%2F11h6nzby2w!19sChIJVVVFxochyUwRQQT9GJQkmBE?authuser=0&hl=en&rclk=1","NK CPA INC","5.0","(8)","Chartered accountant","·","407 Bd Cartier O","Open","⋅ Closes 5 p.m.","·","(450) 662-2226","http://nkcpa.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great service, responsive and efficient !""","",""
"https://www.google.com/maps/place/DLS+CPA,+S.E.N.C.R.L./data=!4m7!3m6!1s0x4cc91927527c1f5d:0x79478d819a83efd!8m2!3d45.5489977!4d-73.6312849!16s%2Fg%2F1vzn554m!19sChIJXR98UicZyUwR_T6oGdh4lAc?authuser=0&hl=en&rclk=1","DLS CPA, S.E.N.C.R.L.","5.0","(17)","Certified public accountant","·","922 Rue de Liège E","Open","⋅ Closes 5 p.m.","·","(514) 387-8140","https://cpadls.com/","","Website","","Directions","","Onsite services","",""
"https://www.google.com/maps/place/Benoit+Bergeron+CPA+Inc.+-+Comptable+Professionnel+Agr%C3%A9%C3%A9/data=!4m7!3m6!1s0x4cc8df7fdea36d87:0xf58bf68e22d50160!8m2!3d45.6929754!4d-73.6329225!16s%2Fg%2F11nsv7g_48!19sChIJh22j3n_fyEwRYAHVIo72i_U?authuser=0&hl=en&rclk=1","Benoit Bergeron CPA Inc. - Comptable Professionnel Agréé","5.0","(21)","Certified public accountant","·","692 Rue St Pierre","Open","⋅ Closes 5 p.m.","·","(514) 713-6777","http://bergeroncpa.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent service!""","",""
"https://www.google.com/maps/place/ALFA+CPA+COMPTABILIT%C3%89+-+IMP%C3%94T+-+CERTIFICATION/data=!4m7!3m6!1s0x4cc9229ffcd1840b:0xdcb89831cfac642f!8m2!3d45.5575872!4d-73.7681142!16s%2Fg%2F11sy734hm3!19sChIJC4TR_J8iyUwRL2SszzGYuNw?authuser=0&hl=en&rclk=1","ALFA CPA COMPTABILITÉ - IMPÔT - CERTIFICATION","4.5","(36)","Accountant","·","·","Open","⋅ Closes 4 p.m.","2208 Bd du Curé-Labelle","(450) 264-6907","http://www.alfacorp.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Communication was excellent, which made the whole process stress-free.""","","·"
"https://www.google.com/maps/place/SOROOR+SADR/data=!4m7!3m6!1s0x4cc91747305c49a1:0x1ab6cb468619281c!8m2!3d45.4703452!4d-73.6441395!16s%2Fg%2F11cm9kn0kc!19sChIJoUlcMEcXyUwRHCgZhkbLtho?authuser=0&hl=en&rclk=1","SOROOR SADR","4.6","(18)","Accountant","·","·","Open","5263 Cavendish Blvd","⋅ Closes 5 p.m.","(514) 777-3604","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""She is very experienced and reliable in her work.""","","·"
"https://www.google.com/maps/place/Montreal+Financial/data=!4m7!3m6!1s0x4cc91a155c2571a3:0x66bc3d2782865601!8m2!3d45.4781387!4d-73.6277672!16s%2Fg%2F1tjrplkj!19sChIJo3ElXBUayUwRAVaGgic9vGY?authuser=0&hl=en&rclk=1","Montreal Financial","4.8","(49)","Accountant","·","4615 Marcil Ave","Open","⋅ Closes 5 p.m.","·","(514) 503-6086","https://www.montrealfinancial.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Knowledgeable, fast and efficient so you can get on with your work.""","",""
"https://www.google.com/maps/place/Marinelli+%26+Lucia+CPA/data=!4m7!3m6!1s0x4cc919a813beb47d:0xe85f4580eddde614!8m2!3d45.5053089!4d-73.6636477!16s%2Fg%2F11y3yl7xb0!19sChIJfbS-E6gZyUwRFObd7YBFX-g?authuser=0&hl=en&rclk=1","Marinelli & Lucia CPA","5.0","(1)","Accounting firm","·","4360 De la Côte-de-Liesse Rd","Open","⋅ Closes 6 p.m.","·","(514) 737-4777","http://marinelliluciacpa.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Been a client for over 4 years and couldn't have asked for a better team.""","",""
"https://www.google.com/maps/place/Whitrod+Leduc+CPA+Inc./data=!4m7!3m6!1s0x4cc93c6c183d1d71:0x4097dbd0598a9d75!8m2!3d45.4607351!4d-73.8255169!16s%2Fg%2F11c1p69wtm!19sChIJcR09GGw8yUwRdZ2KWdDbl0A?authuser=0&hl=en&rclk=1","Whitrod Leduc CPA Inc.","5.0","(1)","Accountant","·","·","Open","⋅ Closes 5 p.m.","1 Holiday Ave #507","(514) 426-2011","http://www.wlcpa.ca/?utm_source=google&utm_medium=local&utm_campaign=google-local","","Website","","Directions","","","","·"
"https://www.google.com/maps/place/Michael+Caticchio+CPA,+Cross-Border+Tax+Montreal/data=!4m7!3m6!1s0x4cc91fc5ed8af003:0xabc59f41ea22663e!8m2!3d45.4966189!4d-73.6776246!16s%2Fg%2F1ts_66p7!19sChIJA_CK7cUfyUwRPmYi6kGfxas?authuser=0&hl=en&rclk=1","Michael Caticchio CPA, Cross-Border Tax Montreal","3.4","(8)","Chartered accountant","·","100 Alexis-Nihon Blvd","Open","⋅ Closes 5 p.m.","·","(514) 648-1190","https://www.michaelcaticchiocpa.com/","","Website","","Directions","","Onsite services","",""
"https://www.google.com/maps/place/Chadid+CPA+Inc/data=!4m7!3m6!1s0x4cc923ec8862e69f:0x5e94d6d8111d9685!8m2!3d45.5446707!4d-73.7406038!16s%2Fg%2F11f6nqydnd!19sChIJn-ZiiOwjyUwRhZYdEdjWlF4?authuser=0&hl=en&rclk=1","Chadid CPA Inc","4.9","(12)","Certified public accountant","·","Tour B, 800 Bd Chomedey Bureau 340","Open","⋅ Closes 6 p.m.","·","(514) 622-0602","https://chadidcpa.com/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/SASSI+%26+ASSOCI%C3%89+CPA+INC./data=!4m7!3m6!1s0x4cc91a4e6bf82c2d:0x88b49ce573958736!8m2!3d45.5413868!4d-73.6391984!16s%2Fg%2F11clytw72v!19sChIJLSz4a04ayUwRNoeVc-WctIg?authuser=0&hl=en&rclk=1","SASSI & ASSOCIÉ CPA INC.","5.0","(10)","Certified public accountant","·","8615 St Laurent Blvd #202","Open","⋅ Closes 5 p.m.","·","(514) 394-1134","https://www.sassicpa.ca/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Paul+Rioux+CPA+Inc./data=!4m7!3m6!1s0x4cc91a44dc6b6319:0x378e379bbbd98f43!8m2!3d45.5028902!4d-73.5668334!16s%2Fg%2F1trxjx55!19sChIJGWNr3EQayUwRQ4_Zu5s3jjc?authuser=0&hl=en&rclk=1","Paul Rioux CPA Inc.","4.3","(6)","Accountant","·","615 Boul. René-Lévesque O Suite 300","Open","⋅ Closes 5 p.m.","·","(514) 875-7526","https://www.paulrioux.ca/","","Website","","Directions","","Onsite services","",""
"https://www.google.com/maps/place/DNTW-Montreal,+LLP/data=!4m7!3m6!1s0x4cc91833fc99e1cd:0x8c6e8f92112fe469!8m2!3d45.5048685!4d-73.6637297!16s%2Fg%2F11b6vgjffv!19sChIJzeGZ_DMYyUwRaeQvEZKPbow?authuser=0&hl=en&rclk=1","DNTW-Montreal, LLP","5.0","(3)","Certified public accountant","·","4420 Chem. de la Côte-de-Liesse #200","Open","⋅ Closes 5 p.m.","·","(514) 739-3606","https://www.richlertabac.com/en.htm","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Guindi+%26+Associates/data=!4m7!3m6!1s0x4cc919e978346393:0xdf4302aea7e737e!8m2!3d45.4998564!4d-73.6303683!16s%2Fg%2F11bxgw1nvn!19sChIJk2M0eOkZyUwRfnN-6iow9A0?authuser=0&hl=en&rclk=1","Guindi & Associates","5.0","(14)","Accountant","·","5950 Chem. de la Côte-des-Neiges #400","Open","⋅ Closes 6 p.m.","·","(514) 447-8335","http://www.guindi.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super friendly, responsive, and genuinely cares about his clients.""","",""
"https://www.google.com/maps/place/HB+CPA+inc./data=!4m7!3m6!1s0x4cc91888b2c3a12b:0x59fc4088f16b5bf4!8m2!3d45.5365395!4d-73.6786469!16s%2Fg%2F11vz0zr5rg!19sChIJK6HDsogYyUwR9Ftr8YhA_Fk?authuser=0&hl=en&rclk=1","HB CPA inc.","5.0","(1)","Bookkeeping service","·","1600 Henri Bourassa Blvd W Suite 610","","","","(450) 447-1568","http://hbcpa.ca/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Canuel+Lemay/data=!4m7!3m6!1s0x4cc93c6e8d48c01b:0x889e4e4fad1d57f9!8m2!3d45.4621484!4d-73.825603!16s%2Fg%2F1tltl_62!19sChIJG8BIjW48yUwR-VcdrU9Onog?authuser=0&hl=en&rclk=1","Canuel Lemay","5.0","(1)","Certified public accountant","·","6600 Trans-Canada Hwy","Open","⋅ Closes 5 p.m.","·","(514) 695-2606","http://canuellemay.ca/en/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Safouani+CPA+Inc./data=!4m7!3m6!1s0x4cc918dd271e2113:0xfa3e181955038dd5!8m2!3d45.5413673!4d-73.6391341!16s%2Fg%2F1pwfwy26m!19sChIJEyEeJ90YyUwR1Y0DVRkYPvo?authuser=0&hl=en&rclk=1","Safouani CPA Inc.","4.6","(10)","Certified public accountant","·","8615 Boul. Saint-Laurent suite 204","Open","⋅ Closes 5 p.m.","·","(514) 384-2221","http://www.safouani.com/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/BK+CPA+Bouchaib+El+khassil+Comptable+professionnel+Agr%C3%A9e/data=!4m7!3m6!1s0x4cc91ff25870ef23:0x112af694f6edc8b7!8m2!3d45.5670977!4d-73.6033773!16s%2Fg%2F11ft3p950g!19sChIJI-9wWPIfyUwRt8jt9pT2KhE?authuser=0&hl=en&rclk=1","BK CPA Bouchaib El khassil Comptable professionnel Agrée","5.0","(25)","Certified public accountant","·","3737 Boul Crémazie E Bur 502","Open","⋅ Closes 5 p.m.","·","(514) 510-7510","http://www.bkcpa.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are very accommodating in their communications with us.""","",""
"https://www.google.com/maps/place/JT+Comptabilit%C3%A9+CPA+et+l%E2%80%99Imp%C3%B4t/data=!4m7!3m6!1s0x4cc911730b5722d3:0xc994976284677a97!8m2!3d45.4631891!4d-73.6273175!16s%2Fg%2F11flbq1gbj!19sChIJ0yJXC3MRyUwRl3pnhGKXlMk?authuser=0&hl=en&rclk=1","JT Comptabilité CPA et l’Impôt","5.0","(4)","Accounting firm","·","3285 Cavendish Blvd Suite 618","Open","⋅ Closes 4:30 p.m.","·","(514) 558-2270","https://www.jtcpa.ca/","","Website","","Directions","","Onsite services","",""
"https://www.google.com/maps/place/Elan+Accounting+Inc./data=!4m7!3m6!1s0x4cc910cb18eef90d:0x4da77914520b22e!8m2!3d45.4633401!4d-73.6271182!16s%2Fg%2F11lr7v5td0!19sChIJDfnuGMsQyUwRLrIgRZF32gQ?authuser=0&hl=en&rclk=1","Elan Accounting Inc.","4.9","(480)","Accounting firm","·","·","Open","⋅ Closes 4:30 p.m.","3285 Boul Cavendish Suit 360","(514) 225-3500","https://elanaccounting.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They consistently do an excellent job and always maximize my tax return.""","","·"
"https://www.google.com/maps/place/MV+CPA+Inc./data=!4m7!3m6!1s0x4cc91f40bdf14e99:0x3e7575e8373e9348!8m2!3d45.541268!4d-73.6386901!16s%2Fg%2F1td5fr35!19sChIJmU7xvUAfyUwRSJM-N-h1dT4?authuser=0&hl=en&rclk=1","MV CPA Inc.","5.0","(2)","Certified public accountant","·","8585 Boul. Saint-Laurent Suite 200","Open","⋅ Closes 4:30 p.m.","·","(514) 326-1717","http://www.mvcpainc.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very very professional.""","",""
"https://www.google.com/maps/place/Far+West/data=!4m7!3m6!1s0x4cc9190bdb8c7817:0x7c1fc9ac00041a0c!8m2!3d45.5266701!4d-73.624202!16s%2Fg%2F1tj4y9ys!19sChIJF3iM2wsZyUwRDBoEAKzJH3w?authuser=0&hl=en&rclk=1","Far West","4.5","(15)","Bookkeeping service","·","·","Open","⋅ Closes 5 p.m.","752 Rue Jean-Talon O Suite #2","(514) 277-1222","http://farwest.services/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I did my tax through them last year, they were very professional.""","","·"
"https://www.google.com/maps/place/Haque+Consultants/data=!4m7!3m6!1s0x4cc9106685a04b79:0x9f73acd7c4dc5072!8m2!3d45.461643!4d-73.5669082!16s%2Fg%2F1hbpwr65l!19sChIJeUughWYQyUwRclDcxNesc58?authuser=0&hl=en&rclk=1","Haque Consultants","4.4","(48)","Accountant","·","4216 Rue Wellington #207","Open","⋅ Closes 5 p.m.","·","(514) 362-0382","http://www.haqueconsultants.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Did my taxes with Haque consultants  this year.""","",""
"https://www.google.com/maps/place/Cabinet+Thibeault+CPA+Inc/data=!4m7!3m6!1s0x4cc8de5de3cf50ad:0xee53d1fc3f1f30ba!8m2!3d45.6931825!4d-73.6352996!16s%2Fg%2F11b6glv58r!19sChIJrVDP413eyEwRujAfP_zRU-4?authuser=0&hl=en&rclk=1","Cabinet Thibeault CPA Inc","4.8","(33)","Certified public accountant","·","195 Rue Ste Marie","Open","⋅ Closes 4:30 p.m.","·","(450) 416-3881","https://cabinetthibeaultcpa.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent service.""","",""
"https://www.google.com/maps/place/Bc+Cpa+Inc./data=!4m7!3m6!1s0x4cc91dc9b6bd942d:0x8d011a61ed7a5d79!8m2!3d45.593898!4d-73.5271416!16s%2Fg%2F11j00s0z6n!19sChIJLZS9tskdyUwReV167WEaAY0?authuser=0&hl=en&rclk=1","Bc Cpa Inc.","5.0","(2)","Bookkeeping service","·","2720 Rue Honoré-Beaugrand","Closed","·","⋅ Opens 11 a.m. Sat","(514) 351-5772","","","Directions","","","","","",""
"https://www.google.com/maps/place/HHL,+S.E.N.C./data=!4m7!3m6!1s0x4cc91835ea10f2a9:0xeceee4dad918051f!8m2!3d45.4958709!4d-73.691957!16s%2Fg%2F1tf1bc9n!19sChIJqfIQ6jUYyUwRHwUY2drk7uw?authuser=0&hl=en&rclk=1","HHL, S.E.N.C.","4.2","(5)","Chartered accountant","·","555 Bd Dr.-Frederik-Philips #120","Closes soon","·","⋅ 3:30 p.m. ⋅ Opens 8 a.m. Fri","(514) 341-5515","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""An excellent","",""
"https://www.google.com/maps/place/MERCIER+CPA+INC./data=!4m7!3m6!1s0x4cc911a62334511d:0x865f091b2f032de!8m2!3d45.4625059!4d-73.5668803!16s%2Fg%2F11fn4xltyl!19sChIJHVE0I6YRyUwR3jLwspHwZQg?authuser=0&hl=en&rclk=1","MERCIER CPA INC.","5.0","(11)","Accounting firm","·","4110 Rue Wellington BUREAU 302","Open","⋅ Closes 5 p.m.","·","(514) 767-3939","http://www.merciercpa.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent service.""","",""
"https://www.google.com/maps/place/Benoit+Pelletier+CPA/data=!4m7!3m6!1s0x4cc92586ff9c2ce1:0x5c94646e22b882a1!8m2!3d45.5741799!4d-73.8783306!16s%2Fg%2F11ddwtg7dg!19sChIJ4Syc_4YlyUwRoYK4Im5klFw?authuser=0&hl=en&rclk=1","Benoit Pelletier CPA","4.8","(18)","Accountant","·","209 Rue St-Laurent","Open","⋅ Closes 5 p.m.","·","(438) 823-6059","https://www.benoitpelletiercpa.ca/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Maria+Gagliano+CPA+Inc./data=!4m7!3m6!1s0x4cc918128303184f:0x5bbceb59a53155b2!8m2!3d45.5060991!4d-73.7406288!16s%2Fg%2F1tfvgv1b!19sChIJTxgDgxIYyUwRslUxpVnrvFs?authuser=0&hl=en&rclk=1","Maria Gagliano CPA Inc.","","","Certified public accountant","·","7715 Henri Bourassa Blvd W","Open","⋅ Closes 4 p.m.","·","(514) 374-1066","http://www.mariagaglianocpa.com/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Antonio+G+D%27Amico+CPA+Inc/data=!4m7!3m6!1s0x4cc93d121a607259:0x1607650ca888e3c1!8m2!3d45.4607655!4d-73.825512!16s%2Fg%2F11g1xxm_sl!19sChIJWXJgGhI9yUwRweOIqAxlBxY?authuser=0&hl=en&rclk=1","Antonio G D'Amico CPA Inc","4.4","(7)","Certified public accountant","·","1 Holiday Ave Suite 530","Open","⋅ Closes 5 p.m.","·","(514) 694-3200","https://www.reseaucomptable.com/cpa/montreal/pointe-claire-2/cpa-pointe-claire.htm","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Antonio and his team are professional, extremely qualified and timely.""","",""
"https://www.google.com/maps/place/BCA+CPA+inc./data=!4m7!3m6!1s0x4cc91a446206288b:0xe55397b8d7f8e16a!8m2!3d45.49644!4d-73.570662!16s%2Fg%2F11g8cykt_x!19sChIJiygGYkQayUwRauH417iXU-U?authuser=0&hl=en&rclk=1","BCA CPA inc.","4.3","(6)","Chartered accountant","·","1275 Av. des Canadiens-de-Montréal #500","Open","⋅ Closes 5 p.m.","·","(514) 447-7760","https://www.bcacpa.ca/","","Website","","Directions","","Online appointments","",""
"https://www.google.com/maps/place/A.+Guirguis+CPA+Inc.-+Padgett+Montr%C3%A9al+centre%2FVaudreuil-Dorion/data=!4m7!3m6!1s0x4cc91a42fbdf1725:0x686e9b184ff49bb9!8m2!3d45.4986108!4d-73.5709339!16s%2Fg%2F11g0dv9nby!19sChIJJRff-0IayUwRuZv0Txibbmg?authuser=0&hl=en&rclk=1","A. Guirguis CPA Inc.- Padgett Montréal centre/Vaudreuil-Dorion","5.0","(3)","Chartered accountant","·","1155 Boul. René-Lévesque O Suite 2500","Open","⋅ Closes 5 p.m.","·","(514) 866-3866","https://montreal-centre.smallbizpros.ca/?locale=fr","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Help with specific needs was done swiftly.""","",""
"https://www.google.com/maps/place/Woodard+CPA+Inc./data=!4m7!3m6!1s0x4cc9199de260cfd5:0x42ea2ad421c1c036!8m2!3d45.550175!4d-73.663095!16s%2Fg%2F11l33tz38v!19sChIJ1c9g4p0ZyUwRNsDBIdQq6kI?authuser=0&hl=en&rclk=1","Woodard CPA Inc.","5.0","(4)","Certified public accountant","·","10285 Rue Laverdure","Open","⋅ Closes 5 p.m.","·","(514) 513-7022","https://woodardcpa.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Thanks to Danny for reliable and trustworthy help with my accounting.""","",""
"https://www.google.com/maps/place/A.+Bertucci,+CPA,+CA/data=!4m7!3m6!1s0x4cc91a6d3d51c93f:0x63b64fc2ae2e4f3e!8m2!3d45.4907584!4d-73.5844089!16s%2Fg%2F1vzqrwml!19sChIJP8lRPW0ayUwRPk8ursJPtmM?authuser=0&hl=en&rclk=1","A. Bertucci, CPA, CA","3.7","(3)","Accountant","·","1445 Rue Lambert Closse 2nd Floor","Open","⋅ Closes 4:30 p.m.","·","(514) 932-3229","http://www.abertucci.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very Knowledgeable.""","",""
